Title,Artist,Album,Track,Year,Length,Size,Last Modified,Path,Filename,Genre
"Symphony No. 6, Op. 68: i. Allegro ma non troppo",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,68/176,2012,591,17.35 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"68 - Symphony No. 6, Op. 68_ i. Allegro ma non troppo.mp3",Classical
"Symphony No. 7 in A Major, Op. 92: II. Allegretto",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,75/176,2012,595,17.74 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"75 - Symphony No. 7 in A Major, Op. 92_ II. Allegretto.mp3",Classical
"Symphony No. 6, Op. 68: ii. Andante molto mosso",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,69/176,2012,653,18.84 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"69 - Symphony No. 6, Op. 68_ ii. Andante molto mosso.mp3",Classical
"Symphony No. 7 in A Major, Op. 92: I. Poco sostenuto. Vivace",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,74/176,2012,685,20.78 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"74 - Symphony No. 7 in A Major, Op. 92_ I. Poco sostenuto. Vivace.mp3",Classical
"Symphony No. 3 in E-flat Major, Op. 55: IV. Finale: Allegro molto",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,61/176,2012,745,22.22 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"61 - Symphony No. 3 in E-flat Major, Op. 55_ IV. Finale_ Allegro molto.mp3",Classical
"Symphony No. 3 in E-flat Major, Op. 55: II. Marcia funebre: Adagio assai",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,59/176,2012,783,22.94 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"59 - Symphony No. 3 in E-flat Major, Op. 55_ II. Marcia funebre_ Adagio assai.mp3",Classical
"Leonore Overture No. 3, Op. 72",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,67/176,2012,829,24.97 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"67 - Leonore Overture No. 3, Op. 72.mp3",Classical
"Symphony No. 3 in E-flat Major, Op. 55: I. Allegro con brio",Philharmonic Promenade Orchestra of London & Adrian Boult,Big Beethoven Box,58/176,2012,930,27.65 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"58 - Symphony No. 3 in E-flat Major, Op. 55_ I. Allegro con brio.mp3",Classical
The Young Prince and the Young Princess,Rimsky-Korsakoff,Scheherazade,3,1985,606,13.50 MB,4/1/2011,D:\Music Library\Music\Rimsky-Korsakoff\Scheherazade\,03 The Young Prince and the Young Princess.mp3,Classical
The Sea and Sinbad's Ship,Rimsky-Korsakoff,Scheherazade,1,1985,617,13.98 MB,4/1/2011,D:\Music Library\Music\Rimsky-Korsakoff\Scheherazade\,01 The Sea and Sinbad's Ship.mp3,Classical
The Tale of the Kalender Prince,Rimsky-Korsakoff,Scheherazade,2,1985,699,15.68 MB,4/1/2011,D:\Music Library\Music\Rimsky-Korsakoff\Scheherazade\,02 The Tale of the Kalender Prince.mp3,Classical
L'Adoration de la Terre,Stravinsky,The Rite of Spring,1,1980,952,21.80 MB,4/1/2011,D:\Music Library\Music\Stravinsky\The Rite of Spring\,01 L'Adoration de la Terre.mp3,Classical
Le Sacrifice,Stravinsky,The Rite of Spring,2,1980,,24.50 MB,4/1/2011,D:\Music Library\Music\Stravinsky\The Rite of Spring\,02 Le Sacrifice.mp3,Classical
Valse: Allegro moderato,Tchaikovsky,Symphonie Nr. 5,3,1988,369,7.99 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 5\,03 Valse- Allegro moderato.mp3,Classical
Finale: Andante maestoso - Allegro vivace,Tchaikovsky,Symphonie Nr. 5,4,1988,741,16.60 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 5\,04 Finale- Andante maestoso - Allegro vivace.mp3,Classical
"Andante cantabile, con alcuna licenza",Tchaikovsky,Symphonie Nr. 5,2,1988,782,16.93 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 5\,"02 Andante cantabile, con alcuna licenza.mp3",Classical
Andante - Allegro con anima,Tchaikovsky,Symphonie Nr. 5,1,1988,941,20.35 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 5\,01 Andante - Allegro con anima.mp3,Classical
Scherzo,Tchaikovsky,Symphony No. 4/Capriccio Italien,3,1990,352,7.49 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 4_Cappricio Italien\,03 Scherzo.mp3,Classical
Finale: Allegro con fuoco,Tchaikovsky,Symphony No. 4/Capriccio Italien,4,1990,483,10.68 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 4_Cappricio Italien\,04 Finale- Allegro con fuoco.mp3,Classical
Andantino in modo di canzona,Tchaikovsky,Symphony No. 4/Capriccio Italien,2,1990,566,12.19 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 4_Cappricio Italien\,02 Andantino in modo di canzona.mp3,Classical
Capriccio Italien,Tchaikovsky,Symphony No. 4/Capriccio Italien,5,1990,933,20.84 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 4_Cappricio Italien\,05 Capriccio Italien.mp3,Classical
Andante sostenuto,Tchaikovsky,Symphony No. 4/Capriccio Italien,1,1990,1070,24.11 MB,4/1/2011,D:\Music Library\Music\Tchaikovsky\Symphony No. 4_Cappricio Italien\,"01 Andante sostenuto, Moderato con anima.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: iii. Allegro moderato",Yale String Quartet,Big Beethoven Box,87/176,2012,45,1.57 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"87 - String Quartet No. 14 in C-sharp Minor, Op. 131_ iii. Allegro moderato.mp3",Classical
"String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang'): iv. Alla marcia, assai vivace",Yale String Quartet,Big Beethoven Box,102/176,2012,98,3.13 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"102 - String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang')_ iv. Alla marcia, assai vivace.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): ii. Presto",Yale String Quartet,Big Beethoven Box,93/176,2012,106,3.35 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"93 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ ii. Presto.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: vi. Adagio quasi un poco andante",Yale String Quartet,Big Beethoven Box,90/176,2012,156,4.82 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"90 - String Quartet No. 14 in C-sharp Minor, Op. 131_ vi. Adagio quasi un poco andante.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: ii. Allegro molto vivace",Yale String Quartet,Big Beethoven Box,86/176,2012,176,5.51 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"86 - String Quartet No. 14 in C-sharp Minor, Op. 131_ ii. Allegro molto vivace.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): iv. Alla danza tedesca: Allegro assai",Yale String Quartet,Big Beethoven Box,95/176,2012,179,5.59 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"95 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ iv. Alla danza tedesca_ Allegro assai.mp3",Classical
"String Quartet No. 16 in F Major, Op. 135: ii. Vivace",Yale String Quartet,Big Beethoven Box,105/176,2012,195,5.98 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"105 - String Quartet No. 16 in F Major, Op. 135_ ii. Vivace.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: v. Presto",Yale String Quartet,Big Beethoven Box,89/176,2012,297,9.28 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"89 - String Quartet No. 14 in C-sharp Minor, Op. 131_ v. Presto.mp3",Classical
"String Quartet No. 16 in F Major, Op. 135: i. Allegretto",Yale String Quartet,Big Beethoven Box,104/176,2012,344,10.27 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"104 - String Quartet No. 16 in F Major, Op. 135_ i. Allegretto.mp3",Classical
"String Quartet in E-flat Major, Op 127: iv. Finale, Allegro",Yale String Quartet,Big Beethoven Box,82/176,2012,363,10.88 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"82 - String Quartet in E-flat Major, Op 127_ iv. Finale, Allegro.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): iii. Andante con moto ma non troppo",Yale String Quartet,Big Beethoven Box,94/176,2012,368,11.05 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"94 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ iii. Andante con moto ma non troppo.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): v. Cavatina: Adagio molto espressivo",Yale String Quartet,Big Beethoven Box,96/176,2012,380,11.02 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"96 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ v. Cavatina_ Adagio molto espressivo.mp3",Classical
"String Quartet No. 16 in F Major, Op. 135: iii. Lento assai e cantante tranquillo",Yale String Quartet,Big Beethoven Box,106/176,2012,381,11.20 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"106 - String Quartet No. 16 in F Major, Op. 135_ iii. Lento assai e cantante tranquillo.mp3",Classical
"String Quartet in E-flat Major, Op 127: v. Cavatina, adagio molto espressivo",Yale String Quartet,Big Beethoven Box,83/176,2012,383,11.09 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"83 - String Quartet in E-flat Major, Op 127_ v. Cavatina, adagio molto espressivo.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: vii. Allegro",Yale String Quartet,Big Beethoven Box,91/176,2012,413,12.58 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"91 - String Quartet No. 14 in C-sharp Minor, Op. 131_ vii. Allegro.mp3",Classical
"String Quartet No. 16 in F Major, Op. 135: iv. Der schwer gefasste Entschluß: Grave ma non troppo tratto. Allegro",Yale String Quartet,Big Beethoven Box,107/176,2012,432,12.89 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"107 - String Quartet No. 16 in F Major, Op. 135_ iv. Der schwer gefasste Entschluß_ Grave ma non troppo tratto. Alle.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: i. Adagio ma non troppo e molto espressivo",Yale String Quartet,Big Beethoven Box,85/176,2012,441,13.21 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"85 - String Quartet No. 14 in C-sharp Minor, Op. 131_ i. Adagio ma non troppo e molto espressivo.mp3",Classical
"String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang'): v. Allegro appassionato",Yale String Quartet,Big Beethoven Box,103/176,2012,443,13.29 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"103 - String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang')_ v. Allegro appassionato.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): vi. Finale: Allegro",Yale String Quartet,Big Beethoven Box,97/176,2012,445,13.46 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"97 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ vi. Finale_ Allegro.mp3",Classical
"String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang'): ii. Allegro ma non tanto",Yale String Quartet,Big Beethoven Box,100/176,2012,502,14.81 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"100 - String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang')_ ii. Allegro ma non tanto.mp3",Classical
"String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb'): i. Adagio ma non troppo. Allegro",Yale String Quartet,Big Beethoven Box,92/176,2012,526,15.61 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"92 - String Quartet No. 13 in B-flat Major, Op. 130 ('Lieb')_ i. Adagio ma non troppo. Allegro.mp3",Classical
"String Quartet in E-flat Major, Op 127: iii. Scherzando, vivace",Yale String Quartet,Big Beethoven Box,81/176,2012,529,15.77 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"81 - String Quartet in E-flat Major, Op 127_ iii. Scherzando, vivace.mp3",Classical
"String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang'): i. Assai sostenuto. Allegro",Yale String Quartet,Big Beethoven Box,99/176,2012,584,17.52 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"99 - String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang')_ i. Assai sostenuto. Allegro.mp3",Classical
"String Quartet in E-flat Major, Op 127: ii, Adagio ma non troppo e molt cantabile",Yale String Quartet,Big Beethoven Box,80/176,2012,835,24.60 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"80 - String Quartet in E-flat Major, Op 127_ ii, Adagio ma non troppo e molt cantabile.mp3",Classical
"String Quartet No. 14 in C-sharp Minor, Op. 131: iv. Andante ma non troppo e molto cantabile",Yale String Quartet,Big Beethoven Box,88/176,2012,891,26.57 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"88 - String Quartet No. 14 in C-sharp Minor, Op. 131_ iv. Andante ma non troppo e molto cantabile.mp3",Classical
"Grosse Fuge for String Quartet in B-flat Major, Op. 133",Yale String Quartet,Big Beethoven Box,98/176,2012,898,26.93 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"98 - Grosse Fuge for String Quartet in B-flat Major, Op. 133.mp3",Classical
"String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang'): iii. Molto adagio ('Heiliger Dankgesang eines Genesenen an die Gottheit, in der lydischen Ton')",Yale String Quartet,Big Beethoven Box,101/176,2012,1065,32.08 MB,7/24/2019,C:\Users\Jake\Desktop\Big Beethoven Box\,"101 - String Quartet No. 15 in A Minor, Op. 132 ('Heiliger Dankgesang')_ iii. Molto adagio ('Heiliger Dankgesang ein.mp3",Classical
Festival at Bagdad,,Scheherazade,4,1985,721,16.59 MB,4/1/2011,D:\Music Library\Music\Rimsky-Korsakoff\Scheherazade\,04 Festival at Bagdad,Classical
Morning Frolic,µ-ziq,The Fear,3,1999,253,23.69 MB,4/6/2013,D:\Music Library\Music (FLAC)\µ-ziq\The Fear\,03 Morning Frolic.flac,Electronic
The Fear,µ-ziq,The Fear,1,1999,266,27.04 MB,4/6/2013,D:\Music Library\Music (FLAC)\µ-ziq\The Fear\,01 The Fear.flac,Electronic
Houzz 8,µ-ziq,The Fear,2,1999,271,27.90 MB,4/6/2013,D:\Music Library\Music (FLAC)\µ-ziq\The Fear\,02 Houzz 8.flac,Electronic
The Fear remix,µ-ziq,The Fear,4,1999,299,32.67 MB,4/6/2013,D:\Music Library\Music (FLAC)\µ-ziq\The Fear\,04 The Fear remix.flac,Electronic
Temp6 H W L69O,Amen Orchestra,17 Waves,2,2006,107,2.87 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,02 Temp6 H W L69O.mp3,Electronic
Mutitled 2,Amen Orchestra,17 Waves,4,2006,232,7.26 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,04 Mutitled 2.mp3,Electronic
Hisp,Amen Orchestra,17 Waves,6,2006,257,7.01 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,06 Hisp.mp3,Electronic
Fi Fi F05.024,Amen Orchestra,17 Waves,8,2006,328,9.96 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,08 Fi Fi F05.024.mp3,Electronic
Notane,Amen Orchestra,17 Waves,3,2006,500,15.36 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,03 Notane.mp3,Electronic
Noan ame 17,Amen Orchestra,17 Waves,5,2006,508,13.21 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,05 Noan ame 17.mp3,Electronic
Maq 7.1419,Amen Orchestra,17 Waves,7,2006,572,15.33 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,07 Maq 7.1419.mp3,Electronic
16th Wave,Amen Orchestra,17 Waves,1,2006,575,14.76 MB,4/1/2011,D:\Music Library\Music\Amen Orchestra\17 Waves\,01 16th Wave.mp3,Electronic
Alberto Balsalm,Aphex Twin,...I Care Because You Do,10,1995,311,22.29 MB,9/13/2012,D:\Music Library\Music (FLAC)\Aphex Twin\...I Care Because You Do\,10 Alberto Balsalm.flac,Electronic
Icct Hedral (Edit),Aphex Twin,...I Care Because You Do,4,1995,367,34.16 MB,9/13/2012,D:\Music Library\Music (FLAC)\Aphex Twin\...I Care Because You Do\,04 Icct Hedral (Edit).flac,Electronic
Flim,Aphex Twin,Come to Daddy,2,1997,177,12.17 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,02 Flim.flac,Electronic
IZ-US,Aphex Twin,Come to Daddy,8,1997,177,15.98 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,08 IZ-US.flac,Electronic
Come to Daddy (Little Lord Faulteroy Mix),Aphex Twin,Come to Daddy,3,1997,230,21.06 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,03 Come to Daddy (Little Lord Faulteroy Mix).flac,Electronic
Funny Little Man,Aphex Twin,Come to Daddy,6,1997,238,17.75 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,06 Funny Little Man.flac,Electronic
Come to Daddy (Pappy Mix),Aphex Twin,Come to Daddy,1,1997,262,32.40 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,01 Come to Daddy (Pappy Mix).flac,Electronic
Come to Daddy (Mummy Mix),Aphex Twin,Come to Daddy,7,1997,265,25.49 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,07 Come to Daddy (Mummy Mix).flac,Electronic
"To Cure a Weakling Child, Contour Regard",Aphex Twin,Come to Daddy,5,1997,310,27.86 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,"05 To Cure a Weakling Child, Contour Regard.flac",Electronic
Bucephalus Bouncing Ball,Aphex Twin,Come to Daddy,4,1997,346,29.06 MB,4/23/2012,D:\Music Library\Music (FLAC)\Aphex Twin\Come to Daddy\,04 Bucephalus Bouncing Ball.flac,Electronic
Lornaderek,Aphex Twin,Drukqs,18,2001,31,1.55 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,18 Lornaderek.flac,Electronic
Father,Aphex Twin,Drukqs,23,2001,57,3.69 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,23 Father.flac,Electronic
Prep Gwarlek 3b,Aphex Twin,Drukqs,22,2001,79,5.88 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,22 Prep Gwarlek 3b.flac,Electronic
Kesson Dalef,Aphex Twin,Drukqs,15,2001,80,4.86 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,15 Kesson Dalef.flac,Electronic
Qkthr,Aphex Twin,Drukqs,19,2001,87,5.71 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,19 Qkthr.flac,Electronic
Orban Eq Trx4,Aphex Twin,Drukqs,12,2001,95,8.32 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,12 Orban Eq Trx4.flac,Electronic
Ruglen Holon,Aphex Twin,Drukqs,26,2001,109,6.68 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,26 Ruglen Holon.flac,Electronic
Btoum-Roumada,Aphex Twin,Drukqs,17,2001,118,9.37 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,17 Btoum-Roumada.flac,Electronic
Avril 14th,Aphex Twin,Drukqs,9,2001,126,6.50 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,09 Avril 14th.flac,Electronic
Kladfvgbung MicshK,Aphex Twin,Drukqs,3,2001,127,10.92 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,03 Kladfvgbung MicshK.flac,Electronic
Beskhu3epnm,Aphex Twin,Drukqs,29,2001,130,7.47 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,29 Beskhu3epnm.flac,Electronic
Petiatil Cx Htdui,Aphex Twin,Drukqs,25,2001,131,7.77 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,25 Petiatil Cx Htdui.flac,Electronic
Strotha Tynhe,Aphex Twin,Drukqs,5,2001,132,6.64 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,05 Strotha Tynhe.flac,Electronic
Hy a Scullyas lyf a Dhagrow,Aphex Twin,Drukqs,14,2001,135,9.69 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,14 Hy a Scullyas lyf a Dhagrow.flac,Electronic
Jynweythek,Aphex Twin,Drukqs,1,2001,143,10.77 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,01 Jynweythek.flac,Electronic
Bbydhyonchord,Aphex Twin,Drukqs,7,2001,153,9.42 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,07 Bbydhyonchord.flac,Electronic
Nanou 2,Aphex Twin,Drukqs,30,2001,204,10.90 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,30 Nanou 2.flac,Electronic
Afx237 V7,Aphex Twin,Drukqs,27,2001,263,26.04 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,27 Afx237 V7.flac,Electronic
Vordhosbn,Aphex Twin,Drukqs,2,2001,291,33.79 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,02 Vordhosbn.flac,Electronic
Omgyjya-Switch7,Aphex Twin,Drukqs,4,2001,292,31.24 MB,4/11/2013,D:\Music Library\Music (FLAC)\Aphex Twin\Drukqs\,04 Omgyjya-Switch7.flac,Electronic
